Sample_ID,Alloy_Type,Powder_Size_um,Powder_Morphology,Oxygen_Content_percent,Laser_Power_W,Scan_Speed_mm_s,Hatch_Spacing_mm,Layer_Thickness_um,Scan_Strategy,Preheat_Temp_C,Shielding_Gas_Flow_L_min,Melt_Pool_Width_um,Melt_Pool_Depth_um,Melt_Pool_Temp_C,Cooling_Rate_K_s,Energy_Density_J_mm3,Thermal_Gradient,Relative_Density_percent,Porosity_percent,Microhardness_HV,Surface_Roughness_Ra,Tensile_Strength_MPa,Yield_Strength_MPa,Elongation_percent,Defect_Count,Quality_Class
5098,Ti-6Al-4V,34.1,Spherical,0.171,357.66,834.23,0.143,55.63,Chessboard,228.62,20.61,103.0,66.7,2135.14,6979.51,114.91,67.59,95.97,3.95,347.94,11.06,854.95,949.19,16.95,5,Moderate
5099,Ti-5553,48.52,Spherical,0.14,349.43,1120.6,0.085,42.15,Chessboard,88.14,10.25,215.71,56.47,2090.06,2174.0,106.75,38.5,96.38,0.17,317.18,3.25,989.81,1084.51,12.73,14,Moderate
5100,Ti-5553,26.31,Irregular,0.088,203.87,1179.59,0.081,43.5,Chessboard,128.7,10.89,210.97,141.11,1918.77,3702.28,85.18,74.49,97.69,2.94,428.27,4.15,919.27,736.87,16.0,12,Excellent
5101,Ti-5553,30.09,Irregular,0.234,323.56,1203.76,0.115,34.94,Stripe,215.61,19.18,240.82,99.54,1748.77,3528.2,74.46,68.81,99.73,3.79,436.77,4.74,1066.61,994.02,13.5,10,Good
5102,Near-Beta Ti,26.27,Irregular,0.163,284.64,1746.0,0.122,23.31,Stripe,236.95,18.87,155.87,70.32,1531.27,5358.44,65.98,25.96,95.14,0.59,421.96,5.31,1089.5,758.24,6.28,9,Moderate
5103,Ti-6Al-4V,58.12,Irregular,0.196,396.51,720.31,0.096,37.14,Stripe,163.73,18.11,133.64,142.49,2042.29,9678.51,102.86,73.05,98.37,3.11,345.68,9.61,1122.55,907.33,11.74,9,Good
5104,Ti-5553,36.22,Irregular,0.177,240.39,1056.63,0.12,56.99,Stripe,268.45,26.47,131.44,134.09,2059.56,4519.28,80.78,21.76,99.33,2.38,421.16,12.21,1024.43,884.73,5.47,1,Moderate
5105,Ti-6Al-4V,33.49,Spherical,0.25,342.81,1217.46,0.143,47.21,Island,287.55,24.06,110.63,90.14,1689.68,8729.0,40.97,18.27,98.67,1.17,318.24,11.51,988.28,1090.04,11.7,9,Moderate
5106,Ti-5553,20.57,Irregular,0.141,242.52,1755.74,0.124,39.61,Chessboard,215.09,12.15,139.45,145.18,1581.0,4606.08,85.63,67.85,97.41,3.22,417.18,3.76,1052.09,731.22,11.99,4,Good
5107,Near-Beta Ti,26.14,Spherical,0.135,249.21,1205.18,0.112,44.84,Chessboard,203.73,17.25,101.73,50.25,2145.35,3912.25,108.56,40.01,99.29,1.57,441.34,7.46,999.24,805.84,14.51,13,Good
5108,Near-Beta Ti,36.85,Spherical,0.122,177.75,1530.33,0.09,42.34,Island,245.18,21.93,228.25,143.14,1775.12,1824.58,88.52,24.47,98.91,1.08,335.78,11.91,1280.44,705.44,5.49,7,Excellent
5109,Ti-6Al-4V,22.74,Irregular,0.122,209.92,1499.13,0.092,56.5,Chessboard,252.05,17.65,138.97,90.64,1988.97,7390.69,45.64,98.87,98.67,2.3,378.1,6.53,1268.1,1055.0,9.75,8,Good
5110,Near-Beta Ti,40.43,Spherical,0.105,191.12,1279.73,0.114,28.95,Stripe,127.4,14.17,173.04,90.76,1897.35,3597.69,87.24,88.29,95.53,3.05,391.6,5.32,1077.38,838.44,14.63,11,Moderate
5111,Near-Beta Ti,38.2,Irregular,0.246,189.8,756.84,0.112,55.55,Chessboard,186.39,22.56,91.32,89.87,1959.71,7308.38,99.99,25.92,98.52,2.22,367.52,3.1,1011.13,704.04,10.66,12,Excellent
5112,Ti-6Al-4V,50.69,Spherical,0.224,152.25,862.51,0.117,47.54,Stripe,178.44,22.04,127.72,87.36,1414.84,4289.5,99.08,94.92,95.78,4.56,340.92,9.59,1028.38,989.11,16.2,2,Good
5113,Ti-5553,46.39,Spherical,0.113,348.45,888.17,0.116,25.11,Stripe,287.12,29.49,118.0,99.11,1901.0,1141.78,83.33,64.54,99.49,4.51,367.6,5.07,1294.47,731.67,13.71,2,Excellent
5114,Near-Beta Ti,37.84,Irregular,0.111,266.98,646.39,0.104,34.88,Stripe,104.59,21.22,230.78,149.47,1839.73,2422.16,100.24,56.79,98.24,1.91,393.59,6.93,953.66,921.96,13.41,3,Excellent
5115,Ti-6Al-4V,28.99,Irregular,0.071,351.04,1055.06,0.129,37.45,Island,287.56,27.49,110.6,41.59,2002.79,7997.34,49.43,42.12,99.39,1.14,361.99,7.81,1028.62,957.83,9.69,13,Moderate
5116,Near-Beta Ti,49.07,Spherical,0.225,303.14,1332.62,0.095,23.32,Chessboard,205.97,28.98,215.24,95.01,2150.18,2950.65,60.92,38.92,95.86,4.51,405.01,5.87,1086.75,843.36,7.79,3,Good
5117,Near-Beta Ti,48.31,Irregular,0.124,357.83,773.12,0.14,42.17,Stripe,143.37,18.7,128.05,71.2,2063.94,3071.39,58.16,19.27,97.89,2.14,309.92,14.53,842.19,913.53,14.19,9,Poor
5118,Near-Beta Ti,26.13,Irregular,0.165,275.94,810.04,0.094,30.37,Chessboard,271.26,11.06,115.9,58.86,1753.74,4000.17,67.89,26.33,95.07,1.62,377.41,12.62,998.6,1055.04,8.18,4,Moderate
5119,Near-Beta Ti,56.59,Spherical,0.23,173.51,1448.38,0.109,38.33,Island,91.09,12.87,81.64,141.76,1876.46,2661.79,90.94,34.22,95.46,4.8,434.15,3.94,927.15,756.82,16.44,6,Good
5120,Ti-6Al-4V,22.58,Spherical,0.132,304.19,803.1,0.095,37.55,Chessboard,150.17,20.08,129.57,82.29,1590.86,5846.79,81.12,76.26,96.74,2.51,448.85,3.44,1082.58,1005.99,17.08,14,Excellent
5121,Ti-6Al-4V,22.2,Spherical,0.211,319.44,762.4,0.123,40.87,Chessboard,245.56,27.86,91.95,100.1,1401.92,5626.91,77.36,96.4,96.41,4.38,384.61,7.75,938.89,781.99,13.72,12,Excellent
5122,Ti-6Al-4V,27.49,Irregular,0.136,306.63,1773.41,0.113,53.85,Chessboard,262.09,23.08,141.56,142.34,1516.23,6684.86,85.11,51.9,99.0,0.15,376.73,8.99,1032.15,965.9,5.12,9,Good
5123,Near-Beta Ti,56.38,Irregular,0.19,350.33,617.68,0.106,51.23,Chessboard,116.85,14.03,88.99,92.73,1457.79,9701.96,72.07,43.39,97.72,0.37,351.23,4.38,1057.48,1031.8,16.57,4,Good
5124,Near-Beta Ti,40.8,Irregular,0.136,332.87,990.49,0.113,54.92,Island,287.19,24.02,90.92,71.7,1999.89,2075.54,117.18,87.32,99.52,2.45,333.45,9.81,949.96,752.37,6.97,6,Good
5125,Near-Beta Ti,51.52,Spherical,0.129,258.16,641.92,0.109,42.89,Chessboard,91.82,27.88,140.27,50.65,1550.12,4460.22,41.07,71.27,99.76,3.3,336.68,8.87,1175.63,954.5,11.59,1,Good
5126,Ti-6Al-4V,29.11,Irregular,0.248,354.78,1605.66,0.14,44.63,Stripe,175.38,10.6,156.16,105.82,1489.1,5495.52,64.68,32.03,99.36,2.45,304.06,7.56,850.71,1026.42,6.04,13,Moderate
5127,Near-Beta Ti,39.61,Spherical,0.172,322.95,1300.24,0.089,37.22,Island,101.44,14.86,136.51,140.28,1628.03,9135.26,118.85,58.44,96.42,2.42,446.88,5.21,881.41,1055.01,13.85,13,Excellent
5128,Ti-5553,34.33,Spherical,0.123,180.09,657.54,0.136,48.69,Chessboard,101.49,13.06,84.03,48.88,2146.9,6692.98,113.9,89.51,98.06,1.72,328.96,7.36,814.03,793.04,11.05,7,Excellent
5129,Near-Beta Ti,53.11,Spherical,0.102,284.97,1338.43,0.126,28.2,Chessboard,281.06,25.68,110.28,89.05,1619.81,4797.04,106.66,69.4,98.81,2.34,381.62,14.22,851.08,788.74,17.56,4,Good
5130,Ti-5553,20.9,Spherical,0.058,332.14,747.72,0.104,39.01,Stripe,278.87,27.83,239.64,113.11,1925.51,1463.94,52.4,43.56,97.66,4.18,307.54,7.33,943.99,858.29,9.53,14,Excellent
5131,Near-Beta Ti,29.75,Spherical,0.191,288.32,1194.88,0.144,48.57,Island,215.36,21.09,177.19,51.08,2066.87,7820.19,104.54,48.54,96.67,3.83,316.15,11.83,856.75,1038.23,5.38,13,Good
5132,Ti-6Al-4V,26.1,Spherical,0.124,387.26,1403.3,0.092,51.12,Island,292.58,26.96,225.18,48.66,2063.14,6019.44,47.38,90.87,95.91,1.22,419.43,2.22,1018.75,1068.59,17.95,3,Excellent
5133,Near-Beta Ti,54.37,Spherical,0.214,175.37,778.21,0.102,29.92,Stripe,188.03,23.14,88.73,62.49,2154.97,7086.59,46.24,73.73,99.82,3.62,390.99,3.93,928.8,934.08,6.33,14,Excellent
5134,Ti-5553,38.7,Irregular,0.123,330.58,1196.46,0.106,27.26,Chessboard,252.23,23.13,81.29,54.44,1689.94,3856.59,46.48,55.9,96.03,3.45,318.61,5.21,1063.17,1052.97,13.26,1,Good
5135,Ti-5553,36.17,Spherical,0.125,356.11,1148.89,0.125,31.54,Chessboard,101.4,21.59,212.9,81.56,1790.38,3313.21,86.59,71.03,99.06,0.75,373.26,10.59,1125.64,723.61,11.34,5,Good
5136,Near-Beta Ti,37.98,Irregular,0.206,325.66,1698.9,0.146,56.81,Island,167.04,11.0,145.36,85.12,1590.05,6705.54,95.19,71.69,95.67,4.33,349.31,8.99,1278.39,740.82,6.13,10,Good
5137,Ti-5553,58.88,Irregular,0.148,246.4,1794.84,0.122,25.16,Island,193.32,28.74,142.75,89.8,1451.92,4811.2,60.48,61.06,99.94,0.39,372.77,9.73,1277.41,773.49,13.94,0,Excellent
5138,Ti-5553,54.01,Irregular,0.227,246.37,1385.37,0.14,58.12,Chessboard,251.19,17.12,120.5,94.02,2182.54,4158.26,92.24,66.48,96.69,0.12,316.16,7.71,1157.93,945.24,5.25,12,Good
5139,Ti-6Al-4V,48.25,Irregular,0.168,296.64,1625.83,0.143,59.79,Stripe,153.59,26.05,107.29,46.41,2093.32,2906.87,76.65,41.78,98.89,4.05,433.84,11.95,1130.95,840.25,14.71,14,Moderate
5140,Near-Beta Ti,31.62,Irregular,0.098,249.27,1376.26,0.113,51.34,Stripe,295.67,26.2,220.84,112.93,1652.02,4660.32,117.88,41.47,95.76,3.28,384.51,3.47,1039.78,782.65,10.72,10,Moderate
5141,Near-Beta Ti,26.61,Spherical,0.164,370.8,1651.54,0.113,50.42,Chessboard,241.66,29.32,90.44,120.71,2031.92,9405.77,67.53,40.52,98.58,1.03,380.74,7.89,1139.83,977.96,13.53,2,Good
5142,Near-Beta Ti,56.86,Irregular,0.051,177.48,1119.93,0.097,58.13,Stripe,197.25,16.53,164.72,55.1,2063.77,1984.73,94.66,13.48,98.45,3.65,326.36,11.45,1229.35,921.68,13.26,8,Excellent
5143,Ti-5553,36.92,Irregular,0.112,309.79,1329.59,0.122,31.62,Island,152.77,29.95,141.27,64.97,1596.08,2462.66,50.23,84.54,96.9,4.41,381.97,7.19,1270.75,1098.41,15.44,1,Good
5144,Near-Beta Ti,31.15,Irregular,0.092,183.53,1614.2,0.088,25.16,Chessboard,221.25,16.01,126.82,70.86,2147.02,6448.87,44.7,24.17,95.2,0.96,447.56,6.71,1191.31,1073.35,10.76,9,Good
5145,Near-Beta Ti,38.84,Spherical,0.181,285.04,1701.7,0.124,52.92,Stripe,228.07,19.03,209.33,85.78,1656.38,3165.1,90.07,18.48,97.06,1.74,318.09,8.26,1201.03,823.02,9.9,8,Moderate
5146,Ti-6Al-4V,56.71,Irregular,0.077,328.9,629.62,0.143,26.84,Stripe,229.42,24.13,229.42,84.17,1854.38,8844.11,60.29,48.06,97.8,4.13,405.67,2.35,912.78,932.42,13.1,2,Excellent
5147,Ti-6Al-4V,35.48,Irregular,0.108,191.38,724.74,0.133,21.82,Island,208.96,13.1,113.15,62.62,2038.11,8654.82,113.19,53.14,95.28,3.83,357.99,11.88,1237.9,850.19,16.37,13,Good
5148,Ti-6Al-4V,42.51,Irregular,0.116,326.01,1717.41,0.125,27.86,Island,168.11,15.33,93.09,48.08,1872.07,4778.78,41.26,33.69,96.35,3.07,416.46,11.66,1178.21,961.06,8.97,6,Excellent
5149,Ti-5553,52.12,Irregular,0.051,185.0,1282.21,0.139,37.52,Chessboard,259.66,24.56,143.76,71.95,1607.58,7122.99,115.33,96.09,99.9,2.01,377.76,12.87,968.51,917.49,16.12,2,Good
5150,Near-Beta Ti,37.09,Spherical,0.059,305.14,1788.23,0.131,39.8,Island,136.82,29.49,154.82,125.71,2146.18,7985.69,41.64,25.0,99.6,2.14,435.51,3.8,872.97,1071.9,16.9,12,Poor
5151,Ti-6Al-4V,29.34,Irregular,0.112,276.39,1551.16,0.117,22.5,Island,217.59,24.66,89.03,46.42,1402.76,3974.87,91.81,61.64,99.09,2.22,312.59,12.32,913.78,947.85,5.6,6,Poor
5152,Ti-6Al-4V,59.78,Spherical,0.094,224.52,1581.77,0.116,37.74,Chessboard,183.77,27.25,159.91,80.28,1819.9,3864.53,107.52,64.96,95.75,4.63,363.44,11.83,859.91,861.35,8.97,4,Excellent
5153,Ti-6Al-4V,58.26,Spherical,0.073,177.89,1063.35,0.087,44.17,Stripe,276.42,10.75,241.69,61.21,1435.8,1024.49,74.4,68.99,97.03,2.66,348.69,13.61,1004.16,966.85,10.3,6,Good
5154,Near-Beta Ti,53.74,Irregular,0.081,333.96,909.05,0.11,57.27,Island,209.92,21.54,145.56,118.38,1923.83,3114.47,92.81,81.45,96.04,2.6,432.83,3.42,1296.03,979.59,6.67,7,Good
5155,Near-Beta Ti,47.53,Irregular,0.217,245.45,1317.91,0.117,29.09,Chessboard,268.25,28.28,233.0,76.46,1433.93,7131.95,63.5,87.85,96.08,1.9,305.86,12.59,892.07,1017.46,17.92,6,Good
5156,Near-Beta Ti,31.79,Spherical,0.187,171.63,1654.84,0.113,28.44,Island,289.73,23.65,224.26,83.7,1445.35,4984.92,77.18,36.25,99.4,3.23,326.94,7.0,1050.28,840.55,9.32,8,Moderate
5157,Ti-5553,56.54,Irregular,0.147,343.2,1470.84,0.134,35.58,Island,107.95,23.53,154.22,140.88,1794.53,6676.44,53.85,98.74,97.06,2.81,369.85,3.08,822.35,868.72,12.58,8,Excellent
5158,Ti-5553,31.02,Irregular,0.232,208.22,1166.61,0.091,59.35,Stripe,202.14,14.06,200.11,107.23,1950.27,3032.41,58.31,47.25,99.24,3.31,380.62,12.51,1239.94,814.58,15.91,7,Excellent
5159,Ti-6Al-4V,52.03,Irregular,0.056,334.11,1503.84,0.136,33.45,Island,274.47,27.22,115.54,130.62,1736.78,6484.09,111.54,80.57,96.83,4.71,372.87,12.07,1220.74,822.21,12.98,12,Excellent
5160,Near-Beta Ti,56.73,Spherical,0.119,291.22,1428.48,0.132,21.75,Island,271.86,27.3,102.97,115.34,2131.18,3201.45,96.82,13.68,95.27,4.05,389.69,10.07,808.61,858.76,11.86,7,Excellent
5161,Ti-6Al-4V,44.12,Spherical,0.215,198.63,1695.66,0.143,30.62,Island,123.1,22.28,80.36,145.6,2141.63,7354.88,107.37,77.09,95.67,0.41,439.41,8.23,944.49,791.67,16.7,1,Good
5162,Near-Beta Ti,52.12,Irregular,0.176,169.1,916.27,0.106,42.33,Stripe,185.9,18.53,92.47,102.87,1758.96,2408.5,72.61,84.74,95.22,4.92,396.9,5.61,1046.57,823.81,12.96,0,Moderate
5163,Near-Beta Ti,51.67,Irregular,0.246,298.31,743.17,0.092,36.5,Island,129.08,26.49,186.82,67.49,1881.77,3605.37,50.21,19.75,96.39,1.3,370.23,14.16,1005.89,994.61,15.44,9,Excellent
5164,Near-Beta Ti,27.73,Spherical,0.239,156.3,1164.06,0.133,50.97,Chessboard,277.3,19.3,230.52,116.38,2183.25,2857.63,113.02,37.55,97.59,3.25,390.97,11.29,1126.11,761.24,13.61,13,Good
5165,Ti-5553,46.72,Spherical,0.084,166.37,1033.3,0.121,44.29,Chessboard,80.71,26.45,246.23,130.23,2057.4,1227.76,117.27,50.3,96.1,3.14,331.82,7.7,966.25,873.66,7.33,3,Good
5166,Ti-5553,23.74,Spherical,0.244,325.55,1769.83,0.13,42.38,Stripe,128.05,19.7,162.02,146.43,1507.46,9208.73,108.16,78.75,97.89,0.32,308.43,7.09,843.56,862.09,14.02,11,Good
5167,Near-Beta Ti,40.31,Spherical,0.239,284.72,609.01,0.15,32.92,Stripe,169.99,21.6,103.88,107.95,1456.91,1680.16,85.04,57.67,96.47,4.93,403.54,10.74,1196.27,887.31,15.2,12,Moderate
5168,Ti-6Al-4V,26.49,Spherical,0.125,231.57,1720.06,0.094,42.07,Stripe,128.65,24.96,80.02,130.42,1855.48,4737.33,80.09,66.83,97.43,2.21,413.71,7.05,1177.44,809.88,15.91,1,Poor
5169,Near-Beta Ti,36.65,Spherical,0.247,284.81,1746.1,0.109,44.62,Island,294.19,15.3,247.43,118.17,2074.1,4188.19,111.59,43.18,96.57,4.07,442.05,4.94,990.3,818.55,5.13,7,Excellent
5170,Near-Beta Ti,53.32,Spherical,0.057,297.91,661.15,0.093,27.17,Stripe,133.69,14.94,219.03,125.25,2005.75,2641.71,72.94,88.28,97.99,1.98,443.95,8.79,855.7,741.44,10.07,1,Good
5171,Ti-6Al-4V,59.49,Irregular,0.182,291.32,1667.48,0.14,49.43,Chessboard,159.71,23.36,169.02,105.75,1901.24,4999.0,86.96,42.98,98.18,1.93,431.48,11.73,955.7,786.3,10.64,7,Good
5172,Near-Beta Ti,32.72,Spherical,0.103,310.64,1164.93,0.081,35.72,Chessboard,118.3,29.08,121.75,72.02,2067.92,5534.39,73.14,52.69,99.3,3.36,437.24,14.33,1202.77,974.2,6.35,2,Good
5173,Ti-6Al-4V,41.28,Spherical,0.076,385.07,1519.38,0.089,49.69,Island,283.87,18.92,168.01,49.64,1504.14,3397.29,46.28,49.79,99.13,1.77,413.96,5.48,1094.02,714.69,8.47,13,Moderate
5174,Ti-5553,40.45,Irregular,0.166,247.19,695.11,0.097,27.11,Island,170.48,27.96,222.55,119.19,1776.67,5735.47,110.89,80.7,97.75,2.21,434.26,6.61,937.25,873.87,17.4,1,Good
5175,Ti-5553,58.18,Irregular,0.111,225.29,1746.25,0.134,46.26,Island,137.61,20.36,174.52,131.25,2031.47,6779.51,97.78,83.89,96.99,2.43,300.29,3.46,827.28,1032.91,6.56,2,Good
5176,Ti-6Al-4V,39.14,Irregular,0.183,159.61,1329.06,0.124,21.08,Island,134.15,29.48,249.24,124.83,1527.93,5682.83,77.14,91.53,96.06,2.21,304.35,13.05,1233.54,728.67,8.85,9,Poor
5177,Ti-5553,47.96,Spherical,0.158,186.77,1678.43,0.107,26.36,Chessboard,208.84,25.84,98.14,44.36,1698.74,9082.57,52.99,30.69,98.09,1.61,415.13,10.37,930.76,721.82,16.63,10,Moderate
5178,Ti-5553,56.87,Spherical,0.129,176.56,1407.56,0.091,55.64,Chessboard,295.08,27.19,247.03,46.05,1767.38,2234.98,54.16,91.99,97.73,3.99,425.06,12.46,1011.8,720.52,17.65,5,Moderate
5179,Ti-6Al-4V,34.94,Irregular,0.086,233.86,1244.17,0.103,38.46,Stripe,294.32,23.59,179.39,51.34,1460.0,8551.21,93.12,36.08,95.19,4.03,343.18,2.88,991.78,944.44,13.91,1,Good
5180,Ti-5553,56.08,Irregular,0.17,302.5,806.99,0.132,40.31,Island,295.97,27.37,176.55,130.69,1418.02,2310.2,114.97,89.02,95.19,3.91,307.59,7.65,1092.1,1046.6,9.45,12,Excellent
5181,Near-Beta Ti,56.7,Irregular,0.216,161.58,813.54,0.107,56.3,Chessboard,165.06,21.86,141.06,107.17,1806.1,4870.8,74.28,87.14,95.75,0.2,302.86,12.64,1008.24,1009.83,16.34,9,Poor
5182,Near-Beta Ti,57.23,Spherical,0.17,331.92,1167.08,0.112,39.4,Chessboard,281.17,21.35,86.95,104.87,2125.58,2376.48,75.58,50.93,98.59,2.64,311.34,3.8,1226.12,1047.86,15.24,7,Moderate
5183,Ti-6Al-4V,30.82,Irregular,0.172,249.36,1644.53,0.123,46.18,Stripe,177.77,27.47,209.28,63.47,1482.1,6440.79,94.85,81.86,99.3,4.06,370.53,9.28,970.9,939.45,15.95,13,Excellent
5184,Ti-5553,36.01,Spherical,0.152,390.88,738.26,0.144,28.88,Chessboard,192.32,10.3,126.9,48.42,1503.57,4110.39,108.4,76.9,95.13,0.13,443.61,8.65,1155.28,844.97,12.35,2,Good
5185,Near-Beta Ti,54.82,Spherical,0.128,292.1,1798.06,0.098,23.26,Chessboard,194.38,19.58,139.51,127.57,1446.1,5068.03,104.3,14.05,99.09,1.27,306.05,2.01,846.57,974.66,5.37,8,Excellent
5186,Near-Beta Ti,34.37,Spherical,0.141,342.84,1651.09,0.111,34.13,Island,93.99,27.4,170.73,131.12,1689.73,2476.22,97.17,12.36,97.33,2.69,362.76,6.04,890.68,784.31,9.1,5,Moderate
5187,Ti-5553,44.01,Spherical,0.248,365.3,1071.07,0.102,51.95,Stripe,118.95,13.92,89.68,67.65,1715.19,5260.24,60.73,17.91,97.01,1.96,380.99,7.88,1088.24,741.52,17.09,8,Good
5188,Ti-5553,24.72,Irregular,0.2,372.21,903.74,0.113,37.87,Island,274.94,29.16,81.83,130.86,2186.66,7626.5,53.73,95.34,97.72,3.96,394.58,13.2,850.3,1089.48,9.64,0,Good
5189,Near-Beta Ti,22.25,Irregular,0.136,279.62,1706.4,0.129,26.73,Island,277.2,24.81,97.84,74.42,2058.3,9410.23,40.57,74.16,99.68,2.82,360.82,9.3,989.78,814.57,11.28,2,Good
5190,Near-Beta Ti,36.48,Irregular,0.141,249.19,747.85,0.114,41.8,Stripe,124.44,25.25,205.01,129.32,1692.41,3557.07,117.56,47.3,97.84,3.52,421.94,5.12,1251.6,940.83,13.1,10,Good
5191,Ti-6Al-4V,43.16,Spherical,0.15,290.13,1016.75,0.138,30.55,Stripe,146.58,23.31,112.39,47.55,1704.58,4905.6,74.68,29.87,95.52,0.25,324.64,5.11,936.72,1069.96,14.7,14,Moderate
5192,Ti-6Al-4V,35.71,Irregular,0.182,250.52,700.69,0.119,57.87,Island,262.56,18.95,167.43,77.92,1732.99,8045.55,55.91,95.3,97.36,0.77,302.3,13.32,985.25,1045.87,16.39,6,Good
5193,Near-Beta Ti,43.11,Spherical,0.143,210.18,1744.15,0.107,43.1,Island,124.92,19.22,111.6,124.75,1872.28,6020.11,49.79,31.99,99.89,2.59,411.42,8.42,957.21,839.97,8.05,2,Good
5194,Ti-6Al-4V,40.6,Spherical,0.187,230.98,1341.15,0.135,59.32,Island,273.78,26.78,128.41,71.77,2101.18,7657.83,51.96,58.94,95.82,4.14,441.65,13.45,1003.48,877.52,12.83,13,Excellent
5195,Near-Beta Ti,47.43,Spherical,0.116,208.19,1003.42,0.11,21.72,Island,261.1,12.78,86.45,44.43,1583.62,8064.69,66.81,31.89,97.31,0.44,427.04,10.88,1253.81,963.63,8.24,8,Poor
5196,Near-Beta Ti,45.98,Irregular,0.132,217.36,930.58,0.116,20.46,Stripe,257.66,20.44,142.3,56.54,1596.45,7602.82,108.69,75.41,98.49,0.19,412.36,7.91,859.94,912.28,16.7,11,Excellent
5197,Ti-6Al-4V,36.97,Spherical,0.223,173.4,1132.91,0.15,39.08,Chessboard,276.18,16.2,103.18,145.79,2192.35,9568.09,117.62,25.53,96.82,3.27,315.69,14.06,836.91,1094.43,13.1,5,Excellent
5198,Ti-6Al-4V,37.0,Spherical,0.116,256.62,709.65,0.135,54.48,Stripe,275.12,29.69,174.88,106.03,1791.33,7584.49,80.57,63.59,98.85,2.33,419.2,3.24,832.19,782.01,10.71,6,Good
5199,Ti-5553,25.63,Irregular,0.243,208.82,1667.22,0.14,40.98,Chessboard,281.79,10.07,222.15,59.47,1947.57,2072.63,65.48,68.47,96.06,1.55,376.48,10.32,1292.17,1064.23,13.39,3,Excellent
5200,Ti-5553,40.53,Irregular,0.085,262.09,1213.13,0.121,55.05,Stripe,273.5,11.27,229.32,111.25,2046.67,8210.45,54.04,96.76,95.47,0.82,344.4,14.81,1187.06,1010.4,13.83,12,Poor
5201,Ti-5553,43.49,Irregular,0.098,348.05,1470.12,0.104,25.22,Island,213.52,29.35,238.67,108.56,1791.44,1802.11,62.99,64.26,96.65,1.54,446.66,14.13,1151.09,940.39,6.34,13,Good
5202,Near-Beta Ti,39.06,Spherical,0.143,262.08,880.5,0.149,47.97,Chessboard,114.7,20.88,101.06,84.86,1413.13,4573.28,89.52,53.65,99.34,1.39,429.5,7.48,1174.58,1049.68,9.6,0,Excellent
5203,Ti-6Al-4V,33.03,Spherical,0.209,388.65,1204.5,0.097,46.4,Stripe,214.01,12.77,167.8,113.35,1999.73,4160.02,115.62,45.35,98.57,0.36,361.59,4.96,863.08,721.84,5.46,6,Excellent
5204,Near-Beta Ti,48.87,Irregular,0.196,186.96,853.3,0.141,41.8,Stripe,287.29,18.97,99.51,52.3,1866.49,2410.28,79.29,19.52,99.92,3.04,330.67,4.66,961.35,710.08,15.17,2,Poor
5205,Ti-6Al-4V,22.99,Spherical,0.085,362.57,1579.31,0.144,36.2,Stripe,292.89,16.45,132.1,75.36,2102.18,1966.87,51.19,74.98,96.65,4.29,434.69,2.93,992.53,1055.94,8.23,0,Good
5206,Near-Beta Ti,56.58,Spherical,0.097,212.06,1530.33,0.137,45.88,Island,240.26,28.22,119.33,44.13,2040.52,3604.3,115.69,32.25,97.51,3.66,362.17,14.57,1032.32,830.94,6.28,10,Good
5207,Ti-5553,20.83,Irregular,0.165,383.48,777.84,0.088,42.0,Stripe,232.64,23.75,82.12,140.59,1715.96,7177.61,117.03,38.14,97.12,3.13,439.33,11.35,833.2,707.25,15.43,13,Moderate
5208,Ti-5553,58.49,Irregular,0.109,206.79,689.41,0.14,30.91,Stripe,286.46,12.61,238.41,138.23,1434.08,2852.79,111.61,11.07,97.44,1.57,346.37,7.03,956.74,1042.55,15.96,8,Good
5209,Ti-5553,38.49,Irregular,0.134,336.74,1589.04,0.126,24.18,Island,144.08,20.73,212.89,62.43,1839.81,9731.13,108.73,69.31,95.71,2.68,362.21,8.84,959.15,1095.61,5.18,9,Excellent
5210,Near-Beta Ti,36.51,Irregular,0.147,165.53,731.58,0.128,35.47,Chessboard,113.22,12.69,168.23,117.84,2184.92,1045.91,102.19,78.3,95.99,1.44,435.94,8.24,1198.7,736.54,8.9,6,Moderate
5211,Ti-6Al-4V,30.26,Irregular,0.169,307.45,1258.18,0.135,40.5,Chessboard,143.8,23.3,138.63,129.44,1537.15,6121.13,50.09,18.49,97.5,0.84,308.95,5.96,958.47,988.38,14.78,1,Good
5212,Ti-6Al-4V,20.4,Irregular,0.1,204.67,1241.38,0.114,40.34,Island,288.77,24.54,149.97,84.79,1805.78,6029.41,66.18,22.33,99.84,0.56,446.55,6.63,1099.11,754.49,16.19,7,Poor
5213,Ti-5553,30.99,Irregular,0.083,317.54,843.53,0.099,37.02,Chessboard,126.71,21.24,114.88,129.86,1495.88,3468.69,100.33,84.07,99.72,0.51,306.66,10.73,1038.18,758.98,10.93,3,Excellent
5214,Ti-5553,24.38,Irregular,0.13,308.96,1309.63,0.12,33.09,Stripe,129.44,29.32,244.59,94.16,2151.36,6359.39,109.3,76.13,95.47,2.37,390.4,5.2,1075.77,876.01,17.03,10,Excellent
5215,Ti-5553,46.39,Spherical,0.066,380.92,1203.31,0.088,34.02,Stripe,122.45,28.89,128.53,127.69,2061.85,6050.06,58.2,21.14,97.91,3.63,371.43,2.02,810.52,767.37,11.99,9,Good
